Format Version,1.23,Take Name,V03A_004,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2022-01-11 02.42.12.212 ,Total Frames in Take,67,Total Exported Frames,67,Rotation Type,XZY,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,
459,0.4,15.041286,1.323187,1.837467,-0.024824,0.93743,-0.237477,-16.492125,-5.929351,1.527208,0.132215,0.655721,-0.204471,-2.699411,-6.139131,-8.496067,0.105241,0.285973,-0.167913,-5.895258,-7.574945,-3.646668,0.033813,0.03833,-0.078407,19.399179,3.513201,-4.044747,-0.160058,0.667854,-0.334896,83.38237,5.463966,4.114619,-0.125737,0.507451,-0.582018,98.119629,12.441378,6.013004,-0.077589,0.384792,-0.837735
460,0.41,14.135476,1.330097,2.055996,-0.024318,0.928912,-0.209967,-17.546606,-5.935219,0.948311,0.132185,0.649816,-0.173403,0.130946,-6.707602,-9.841247,0.104581,0.279263,-0.143804,-2.95585,-5.127885,-3.450462,0.034199,0.03125,-0.069987,17.328402,2.954364,-4.589192,-0.160933,0.656669,-0.300477,87.43058,5.668708,3.73712,-0.125891,0.509357,-0.539413,101.673431,12.244358,6.102019,-0.076698,0.4055,-0.80206
461,0.42,13.205926,1.516148,2.277373,-0.02389,0.919966,-0.182884,-18.255108,-5.970071,1.063876,0.13272,0.643697,-0.142985,3.6464,-7.530524,-11.418074,0.102448,0.273604,-0.121028,-0.611357,-2.402754,-3.239893,0.034051,0.026306,-0.065086,15.038905,2.386435,-5.009449,-0.162034,0.645065,-0.265941,91.178902,5.959393,3.387365,-0.126456,0.510032,-0.495399,104.852295,11.906834,6.24774,-0.076211,0.423649,-0.763086
462,0.43,12.308115,1.880257,2.48657,-0.023571,0.910971,-0.156358,-18.403135,-5.930829,1.929005,0.133442,0.637516,-0.113541,7.462735,-8.132605,-12.76181,0.099384,0.269776,-0.099426,1.095794,-0.341953,-3.09833,0.033806,0.023635,-0.062357,12.617811,1.852756,-5.277424,-0.163223,0.633792,-0.231316,94.556107,6.328726,3.130928,-0.127469,0.509562,-0.450036,107.578613,11.348273,6.490487,-0.076102,0.438853,-0.721101
463,0.44,11.530884,2.416332,2.629937,-0.023457,0.902432,-0.130304,-17.972027,-5.799484,2.964394,0.133731,0.6315,-0.085423,11.106631,-8.337007,-13.90597,0.0968,0.267664,-0.07948,2.397092,0.783986,-3.041121,0.033718,0.022418,-0.060666,10.144166,1.356833,-5.506521,-0.16441,0.623792,-0.196418,97.501358,6.777367,3.137641,-0.128904,0.508101,-0.403404,109.756889,10.498038,6.884387,-0.076366,0.450708,-0.676521
464,0.45,11.036174,3.041004,2.639393,-0.02367,0.894908,-0.104343,-17.139395,-5.829205,3.711349,0.133551,0.625752,-0.058997,14.490228,-8.39796,-14.798759,0.095442,0.266302,-0.062397,3.371452,1.264526,-3.068932,0.033738,0.021991,-0.059556,7.674628,0.929601,-5.870069,-0.16557,0.615678,-0.161003,99.977257,7.293133,3.469229,-0.130686,0.505902,-0.355656,111.271492,9.372426,7.45978,-0.076987,0.458865,-0.629853
465,0.46,10.945686,3.592556,2.447726,-0.024175,0.888969,-0.07814,-16.014061,-6.13728,4.202996,0.133285,0.620494,-0.034535,17.639778,-8.520883,-15.273795,0.095048,0.264643,-0.048943,4.105688,1.389156,-3.160924,0.033834,0.021988,-0.058877,5.298756,0.580322,-6.366875,-0.166771,0.609463,-0.124962,101.919197,7.865341,4.065465,-0.132665,0.503213,-0.307018,112.022026,8.104017,8.195741,-0.077857,0.463134,-0.581621
466,0.47,11.129748,3.894275,1.944359,-0.024774,0.885017,-0.051625,-14.59454,-6.585452,4.607048,0.133077,0.616078,-0.012103,20.414948,-8.660555,-15.520913,0.09514,0.262242,-0.038657,4.712306,1.279737,-3.315904,0.033984,0.022193,-0.058485,3.078063,0.151864,-6.80685,-0.168148,0.605056,-0.088282,103.236511,8.464765,4.77846,-0.134668,0.500255,-0.257774,111.967453,6.824668,9.052488,-0.078832,0.463469,-0.532369
467,0.48,11.322243,3.844913,1.035378,-0.025435,0.88308,-0.024787,-12.902519,-6.980963,4.90422,0.132853,0.612754,0.008565,22.646889,-8.796285,-15.85366,0.095324,0.259503,-0.030505,5.303728,1.005085,-3.522094,0.034195,0.022587,-0.058263,0.894725,-0.50654,-7.007337,-0.16971,0.602599,-0.050971,103.879852,9.014495,5.404732,-0.136629,0.497334,-0.208242,111.088196,5.616308,9.974878,-0.079794,0.45995,-0.482556
468,0.49,11.442384,3.516355,-0.147673,-0.026033,0.882954,0.00236,-10.892672,-7.157464,4.788814,0.132658,0.610695,0.027999,24.408628,-8.970327,-16.500385,0.095443,0.257349,-0.023759,6.000028,0.679251,-3.728146,0.034455,0.023284,-0.05812,-1.447302,-1.272961,-7.001763,-0.171325,0.602407,-0.013108,103.772491,9.382344,5.958026,-0.138508,0.494754,-0.158829,109.336975,4.594396,10.904864,-0.080661,0.452744,-0.432445
469,0.5,11.632689,3.033883,-1.415289,-0.026494,0.884411,0.029903,-8.486104,-7.032732,3.996954,0.132539,0.609992,0.046772,25.916323,-9.110859,-17.436169,0.095642,0.256644,-0.018018,6.909194,0.320432,-3.924879,0.034774,0.024396,-0.057972,-4.005483,-1.95781,-6.970149,-0.172884,0.604711,0.025223,102.768677,9.437801,6.63874,-0.140214,0.492673,-0.110075,106.716576,3.772876,11.787279,-0.081402,0.442137,-0.382136
470,0.51,12.038902,2.451175,-2.57972,-0.026707,0.88736,0.058018,-5.7244,-6.691683,2.623315,0.132414,0.610756,0.065319,27.239487,-9.148151,-18.360672,0.096142,0.257904,-0.013027,8.152536,-0.168901,-4.191921,0.035205,0.026006,-0.057699,-6.728794,-2.55883,-7.030746,-0.174294,0.609522,0.063849,100.776665,9.197436,7.662451,-0.141671,0.491124,-0.062523,103.284081,3.069417,12.538214,-0.082003,0.428496,-0.331567
471,0.52,12.608438,1.776598,-3.502881,-0.026629,0.891722,0.086875,-2.818465,-6.350477,0.967364,0.132141,0.613138,0.083796,28.338264,-9.149238,-19.070684,0.097079,0.261264,-0.008594,9.863229,-0.851305,-4.595246,0.035781,0.028208,-0.057214,-9.544155,-3.037377,-7.18963,-0.175443,0.616667,0.102469,97.840408,8.842802,9.097974,-0.142807,0.490047,-0.016539,99.122459,2.492558,13.06469,-0.082456,0.412239,-0.280535
472,0.53,13.159799,1.013113,-4.108629,-0.026296,0.897314,0.116552,0.056351,-6.092379,-0.709074,0.131517,0.617169,0.102246,29.175665,-9.231912,-19.453609,0.098503,0.266687,-0.004429,12.154919,-1.662033,-5.123642,0.036556,0.031174,-0.056485,-12.387873,-3.235611,-7.353858,-0.176262,0.625754,0.140807,94.117012,8.51904,10.904087,-0.143569,0.489245,0.027781,94.368141,2.097494,13.293616,-0.08278,0.393863,-0.228768
473,0.54,13.557317,0.168904,-4.406268,-0.025806,0.903963,0.146963,2.918734,-5.912073,-2.263734,0.130532,0.622728,0.120771,29.632458,-9.602818,-19.39324,0.100449,0.274441,0.000462,15.10036,-2.479025,-5.744474,0.03756,0.035072,-0.055511,-15.117111,-3.089513,-7.372771,-0.176742,0.636219,0.17874,89.79554,8.273159,13.041228,-0.143916,0.488342,0.070576,89.146866,2.008108,13.170588,-0.083031,0.373905,-0.175975
474,0.55,13.757346,-0.732119,-4.456889,-0.025254,0.911533,0.177964,5.754557,-5.828614,-3.659494,0.129347,0.62955,0.13947,30.136263,-10.181477,-18.963627,0.102776,0.283946,0.006229,18.732096,-3.140415,-6.491175,0.038788,0.040023,-0.054256,-17.564159,-2.67927,-7.121427,-0.17694,0.647521,0.216306,85.065308,8.152528,15.359838,-0.143701,0.486894,0.112021,83.528458,2.349958,12.708217,-0.083265,0.352942,-0.121918
475,0.56,13.786363,-1.670121,-4.355247,-0.024778,0.919845,0.209443,8.460433,-5.830906,-4.841796,0.128035,0.637282,0.158528,31.034143,-12.410986,-18.565403,0.106044,0.294578,0.012861,23.051825,-3.429019,-7.361066,0.040249,0.046192,-0.052723,-19.67601,-2.127771,-6.545709,-0.177048,0.659192,0.253531,79.79438,8.055636,17.183867,-0.14314,0.484578,0.1526,77.715034,2.831707,11.885005,-0.083483,0.331142,-0.066599
476,0.57,13.714143,-2.644556,-4.185555,-0.024438,0.928639,0.241281,10.898501,-5.93696,-5.598773,0.126552,0.645518,0.178155,30.804014,-10.64772,-17.276754,0.107495,0.306996,0.020586,28.028704,-3.315014,-8.230088,0.041929,0.053783,-0.051044,-21.478186,-1.521802,-5.645013,-0.177269,0.670803,0.290347,73.755646,7.835703,17.826853,-0.142616,0.481198,0.192888,71.956192,3.068846,10.69796,-0.083692,0.308608,-0.010022
477,0.58,13.620509,-3.668798,-4.004407,-0.024262,0.937593,0.273371,13.207767,-5.970997,-6.010644,0.125096,0.654294,0.19903,30.397194,-7.50629,-15.800322,0.108226,0.320288,0.029504,33.574986,-3.058481,-8.859135,0.043696,0.063087,-0.049448,-22.995966,-0.920632,-4.434394,-0.177629,0.682004,0.326643,67.348312,7.605038,17.610592,-0.141785,0.476585,0.232807,66.182732,3.202293,9.341,-0.083898,0.286004,0.048069
478,0.59,13.576259,-4.744706,-3.848214,-0.024272,0.946379,0.305598,15.544816,-6.329301,-6.50569,0.124268,0.66286,0.221353,30.797665,-6.704527,-14.796997,0.109786,0.333645,0.039758,39.411465,-2.925571,-9.045932,0.045366,0.074522,-0.048047,-24.238451,-0.350102,-2.973575,-0.178079,0.692514,0.36222,61.057808,7.535055,16.949169,-0.140364,0.470718,0.272305,60.293743,3.355657,7.963139,-0.084086,0.263841,0.107852
479,0.6,13.654069,-5.827582,-3.724816,-0.02447,0.954699,0.337832,17.796844,-6.964276,-7.128262,0.124146,0.670692,0.244496,31.746679,-6.051126,-13.681493,0.110971,0.347342,0.051653,45.043934,-3.090115,-8.699279,0.046948,0.088455,-0.046864,-25.202419,0.230227,-1.398301,-0.178562,0.702085,0.396884,55.029106,7.597949,15.814154,-0.138557,0.463699,0.311651,54.310844,3.560923,6.631271,-0.084211,0.242254,0.169227
480,0.61,13.891869,-6.844558,-3.620112,-0.024842,0.962289,0.369964,20.081392,-7.271213,-7.760338,0.124464,0.678344,0.268239,33.257462,-5.520557,-12.292172,0.111743,0.361165,0.064645,49.992283,-3.543709,-7.862066,0.04857,0.104863,-0.045852,-25.868727,0.904625,0.08143,-0.17894,0.710517,0.430564,49.323559,7.722986,14.290513,-0.136582,0.455634,0.350993,48.229301,3.89229,5.408603,-0.084217,0.221413,0.232056
481,0.62,14.274116,-7.731404,-3.512788,-0.025321,0.968976,0.401911,22.130713,-7.274192,-8.327569,0.124943,0.685556,0.292513,35.479336,-5.023421,-10.742253,0.112146,0.374953,0.078556,54.075867,-3.951298,-6.719085,0.050295,0.123398,-0.044852,-26.194229,1.699846,1.236546,-0.179024,0.717669,0.463188,43.881062,7.906776,12.484663,-0.134616,0.446662,0.390373,42.053089,4.326135,4.322647,-0.084159,0.201525,0.296211
482,0.63,14.755864,-8.439296,-3.39266,-0.025823,0.974678,0.433621,23.562117,-7.081082,-8.610794,0.125173,0.69196,0.317748,38.433479,-4.427522,-9.085914,0.11229,0.388673,0.09323,57.575695,-4.075702,-5.513898,0.052021,0.143811,-0.043679,-26.153263,2.526877,1.892867,-0.178646,0.723493,0.49463,38.554264,8.121449,10.433617,-0.132733,0.436913,0.429782,35.774788,4.837245,3.364843,-0.084099,0.182709,0.36154
483,0.64,15.264872,-8.950786,-3.258524,-0.026299,0.979397,0.46508,24.290308,-6.789115,-8.466338,0.124997,0.69736,0.344163,41.966072,-3.617687,-7.221607,0.112357,0.402353,0.108606,60.97987,-4.122791,-4.407085,0.053456,0.165892,-0.042191,-25.780819,3.307806,2.015306,-0.177741,0.728115,0.52493,33.203735,8.310354,8.143949,-0.130888,0.426451,0.469232,29.410364,5.349267,2.523055,-0.084094,0.164984,0.427902
484,0.65,15.76138,-9.294182,-3.108766,-0.026728,0.983296,0.496342,24.554733,-6.38218,-8.024734,0.124598,0.701868,0.371471,45.843807,-2.651187,-5.161066,0.112456,0.416006,0.124654,64.502586,-4.434949,-3.432551,0.054381,0.189238,-0.040267,-25.196573,3.987759,1.759902,-0.1764,0.731749,0.554305,27.73881,8.548637,5.587592,-0.129007,0.415373,0.508732,23.010124,5.829969,1.794153,-0.084177,0.148299,0.495105
485,0.66,16.255114,-9.542862,-2.949975,-0.027111,0.986723,0.527496,24.541788,-5.92282,-7.451051,0.124161,0.705788,0.399119,49.927227,-1.709284,-3.11553,0.11252,0.429578,0.141116,68.061958,-5.079073,-2.528793,0.054945,0.213297,-0.037976,-24.537327,4.528356,1.349441,-0.174839,0.734739,0.583117,22.177456,8.877441,2.823688,-0.127075,0.403932,0.548249,16.67207,6.287229,1.181506,-0.084314,0.132347,0.562772
